subject_ids,file_name,annotation_text,special_ratio,majority_vote
11345136,gri_2003_m_46_b03_f10_005.jpg,"1 xi '50    Shelton
Dearest Sylvia
Shelton is a grim little crow's nest of a place, just below what I take to be the snow line which is hidden in low clouds. Vague  vistas on one side, the steep hills with yellow-grey houses on the other. This is the change between Redcar & Whitby. Soon I shall break off & lumber for the 'bus with my case which contains everything I think except the kitchen sink & my dictionary. At Redcar I had tea before leaving to get even here: I looked at the cafe clock. 'It's slow,' a girl said. I started to the window: 'The Town clock's slow', she said. The anecdote is characteristic of Redcar. Yorkshire women can usually be separated from the rest of the [unclear]class[/unclear]: they are square or as nearly so as possible. Their hair does this:  . A Yorkshire woman is slim if the fingers of two hands meet round the ankle, though, of course, such beauty is rare. I am writing this, by the way, in close contact with reality: several coal-miners are in here with me. 
      Whitby
Whitby is very much the summer resort in winter - solemnly tidy, smart but silent, with a myriad of wooden seats without a soul using them. The 'lounge' overlooks first an ornamental garden, brown & green only at the moment then the sea and woodland, all discreetly subdued by mist. The journey after Shelton was beautiful, rich valleys in which the forests were protected from the wind and so still retained their copper & red leaves almost intact. Mrs Ure has just this moment given me my tea & best of all your letter. I am so glad the Paris is worth a photograph and I am very interested indeed in what you say about the Wrights. I am delighted and shocked (me shocked for once) at your extravagance in ordering photographs of them, too, but I am delighted that you have done so. Now I must make a few notes for the epidiascope version of the lecture which I have to give this evening and I will continue this letter as soon as I can. ",0.3333333333,TRUE
11345147,gri_2003_m_46_b03_f10_014.jpg,"Clocton
14 x1 50
Dearest Sylvia,
   When travelling like this I alternately wish you were here & then, in a
sense, am glad that you are spared so many cold bedrooms, profit-
less encounters, time spent in stations, &c.  The audience last
night was fabulously nieuse . quite unable to follow my most ele-
mentary points.  though I repeated them in sickening manner, but
happy I think in their sluggish fashion, even with me.
   I have a small bag this time (Paul's) and Proust, Swann in Love II.
I have read 80 pp. in train & in bed.  st just delicious comedy & vow
is most disturbing account of the stupid Swann's tortures. So close
are Swann's sensations to myself I feel quite agitated - confirming
my fear of novels for psychological as well as aesthetic reasons.
However, I am unable to put the book down. But, really, can I
not argue, in desperate defense, that aesthetic distance is lacking?  At any rate I'm burrowed, In in great suspense.
  I enclose a poem for you & the owls in wake up the rather
Gloomy Derealised I stand.
   I am writing this in a library, goggled at by excruciatingly 
tidy librarians.  I feel like throwing the Geographical Magazine
at them - or at least expectorating - Clation is a bore.
 I don't mind lecturing but I'm sick of the time wasted in travelling from place to place so I can only write fragmental, &c.
   Well I think I'll have a 'look at the front' while I'm here.

Sorry if this is a disgruntled letter but it is so tiresome a contrast
this lecturing compared to my peaceful sunday writing ....
It seems ages ago.

    Darling Sylvia  I love you,   I adore you
                        Lawrence
",0.3333333333,FALSE
11345150,gri_2003_m_46_b03_f10_015.jpg,"Putti painted on playing cards Ambush Venus from the tree Of the nine of clubs and win The apple from the gambling goddess.  The suits of the game are fine; One for every sense.  Putti in spectacles ponder Telescopes and books.  Roses enchant the nostrils, And lutes delay the ear; Grapes spill over the pasteboard, & breasts cajole the touch.  Putti dressed as china men Hide aces in their sleeves: Putti set fire to the puritan's coat & chase him out of town.   Owls carry off an emblem, Making the two of hearts the Ace.  Minerva is winning the evening, Owls flying off with each trick.  'You have won all my poems; Here are the deeds of the farm.  My clothes are part of the stake.  But, naked, I'll keep you warm.'  Beside the gaming characters Other loves play the lute & sing Songs whose nonsense was composed By the bohemian putti of our games.",0.3333333333,FALSE
11345153,gri_2003_m_46_b03_f10_018.jpg,"sister also that nobody goes on the pier without shoes.  Furthermore she
closes the amusements (sic) of the pier long before the official end of
the season.  Incidentally the last holiday makers had gone just
10 days ago, from the guest house where I was put up ( or should
I say the guest house until which, for one night, I put up?)  Their
stay must have been very tranquil - a real rest .....
   On the front the weather was fine this morning.  The sea was
becalmed, hardly even producing waves on the beach.  The sea
wall whizzes away according to rules of perspective discovered
ca. 1425.  Along it, at discrete intervals, hobbled old old ladies, old old gentlemen who, when they [unclear]met[/unclear] had great difficulty
in stopping despite their slowness of motion.  When they have stopped teetering about they cackle  little sounds to each other, like the
squeaks & rustles produced by walking on dry sea-weed on the
beach above the tide-line.

15 x 1
   Last night's lecture at Linton was successful & the household in which I found myself more amusing than at [unclear]Claston[/unclear].
The Theodoriens are Fabians, atheistic, anti-communist, and engaged in so many good works, (theatricals,
lectures, &c.) they have no time for anything else - for
example a bookcase full of modern poetry they no
longer read.  She is more cultural than he is & unobtrusively (to any but a lion fresh from Proust) corrects &
directs him.  He has just returned from Rome where
he has collected some amusing anti-papist stories (which
he told well) as well as the good news that periods & zones",0.3333333333,FALSE
11345181,gri_2003_m_46_b03_f10_043.jpg,"[28-11-50]  Dearest Sylvia  Here are 2 poems for my love.  I send you the first MSS as I have not time to copy them out.  I discovered yesterday that on Friday it is Toulouse Lautrec I have to talk about:  I thought he was a week later so I have been preparing Seurat & Rousseau by mistake.  Therefore I am now on my way to the V&A & I imagine I shall have to go there Thursday as well because I am entirely unfamiliar with T-L. Alas!  I am enchanted to hear that you are at work on The Poet in the Garden & 2 illustrations of poems:  this inspires me to write more verse for you & I expect that I shall steal a few moments in the V&A to do so.  I have, of course, retained your original text in Painting Out of Doors in those instances where you disagreed with my suggestions.  Sorry this letter is so hurried & poorly written - but we are nearing London Bridge where I must change.  I love you, I adore you Lawrence",0.3333333333,FALSE
11345196,gri_2003_m_46_b03_f11_010.jpg,"3 XII 1950 Blackheath
Dearest Sylvia,
My own true love, will you come on Saturday? I am certain of the
N.G. cheque by then and we can have at least a few days together - 
without which I do not know how I can survive. I adore you so much
and our prolonged separation is distressing and hateful. I will return from Birmingham early, to be back on Saturday 9th, before lunch,
and I can meet your bus in the afternoon. Do, oh do come my dearest
love, my rose. If I had not your pictures to delight me here, both
aesthetically and for their loving content, I do know how how I could
bear this void in which time goes by for an unaccustomed time with-
out bringing you here on his back, like Clio among the feathers of
his wings. Come, bringing every owl, and Hetty will comb Dandy's mane
& Dandy hold the mirror for Hetty and even Yawolla, he has assured
me, will be smartly dressed & with his hair combed back. For
Yawolla is terribly subdued with you away. 'When is she coming?' he keeps
asking Dandy & poor Dandy looks dejected as he turns out his trou-
user's pocket and answers 'soon'. I have told Yawolla, in an effort
to lighten his spirits, that you are coming on Saturday, and he has
turned a rather hesitant cartwheel as he starts to recover. So come
my love, come.
I enclose two poems for you - ones which please me particularly and I hope will please you, too.
Ithell Colquhoun, whom I met last night, seems very nice. I will
talk over with you her suggestions about a magazine. She is a strange
person, very naive in many ways. She thinks it ought to be an ambitious magazine with backing such as Rodney Philips gone Polemic. I
think that would be nice but is that practical? I doubt it.
Tomorrow I must take slides back to Courtauld and the V & A and
collect your pictures from Mrs. Marchant. I look forward to having them
up again.
It is only 10.30 but I feel rather tired so I shall go to bed. I do
look forward to news about your Melpomene illustration. Do you
like the title 'The Navigable Profile' for a poem? I may write a little
in bed. I hope you are sleeping well, my beauty, my dove.
Dream sweetly. I love you. Good night.
Lawrence",0.3333333333,FALSE
11345214,gri_2003_m_46_b03_f12_003.jpg,"Pett                                                             4.5.50

Dearest Lawrence
I am delighted to hear of your splendid progress with Hogarth - and I am very pleased to hear news of my Lion.
The Lady was a relation of the Monk named Punch you remember who had the owl for lunch, and the young owl who bit her is Oswold, and he had just heard the story from an aunt and he was so indignant that he bit the old lady - she happened to have told the story to a friend as a joke and the young owl overheard.
I am delighted to hear of the Pool of Bethesda - how [unclear]exl??[/unclear] Has it any relation to Hogarth's I wonder?",0.3333333333,FALSE
11345234,gri_2003_m_46_b03_f12_013.jpg,"7 Hermitage Road Lansdown Bath
26 . 5 . 50
Dearest Lawrence,
Thank you for your letter - it was
so nice to have it before starting this morning
We had a very pleasant drive - with
a fair amount of sunshine, but it
was far from warm. We stayed an
hour at Chichester and looked over
the cathedral. There are 3 Flaxman
tombs - one very fine, the others pleasing,
as wonder C14th tomb of the Earl
and Countess of Arundel. - his crest
and helm being beautiful in interesting
& texture and shape - the lion supported
at his feet - she has a dog - she crosses
her legs, thus making an undulating
movement towards him, he holds one
gauntlet in a gauntleted hand
and clasps hers with the other. He has
a lion blazoned on his breast-plate -
she has a very beautiful gentle face.
The other thing that particularly caught
my imagination were two Saxon
base-reliefs which were incorporated
into the building from an older church.",0.3333333333,FALSE
11345246,gri_2003_m_46_b03_f12_019.jpg,"Dearest Lawrence,
     I have thought of you so much to-
day - and imagined how delightful
you would look in a white cocked hat.
I wonder if you went to see Molly
and Ricky to-day.
     This morning we went to the
[unclear]Holbein[/unclear] of [unclear]Mestre[/unclear] Museum and looked
carefully at the [unclear]Barber[/unclear] of Bath and
the lovely collection of china. This
afternoon it was dreadfully wet
before tea I did a small watercolor
of roses and then we went for
a drive and looked at Bath
from Beecham Cliffs.
     Sunday   To-day we hope to go to
Wells. Now that petrol is unrationed
it is not difficult
     Tuesday    I have been to Wells
twice since writing -- what a lovely",0.3333333333,FALSE
11345300,gri_2003_m_46_b03_f14_020.jpg,"4. on either side making a fine setting.
The Vicar who wrote the script
is extremely jovial - and pro-
Charles - he was in it himself as
the Royalist vicar of Westmeston (a
neighbouring village). The patron saint
of Ditchling St Margaret of Antioch!
was the Prologue and ""compere"" she
was played by a beautiful young
woman with red gold hair - most
elegantly dressed in blue and silver
with pearls - most pleasing - with
a large ""jeweled"" processional cross.
The last scene represented a scene
representing the accession of Charles II
with ""Mummers"" country dancing
a lovely unaccompanied country song
a jester, a jack-in the green,
and on the top of the hill a may-
pole. I enjoyed it very much.
On the way home M. & I went
to the Pavillion - which is lovely",0.3333333333,FALSE
11345333,gri_2003_m_46_b03_f15_010.jpg,"your idea - but it sounds rather evangelical - However perhaps you are right.
I have looked for your chapter with no luck so far - but I will look more thoroughly to-morrow.  today we are going to Canterbury - I have had no time for painting I fear.
I am so glad that you're [unclear]R.G[/unclear] lecture was so successful I hope your Saturday one is as successful - or better even!  I am glad you have more from this [unclear]Chick[/unclear].
I am so glad that the [unclear]causation[/unclear] is doing well. - I hope the family party was pleasant - poor Hetty what a great wash up!  With Dandy working for a lecture too!
I love you,dearest one - 
I love you
Sylvia.",0.3333333333,FALSE
11345411,gri_2003_m_46_b03_f17_015.jpg,"3  I have no news as I have done nothing but work.  I hope you will rest yourself after all this travelling. I wish I were with you.  I hope to be soon.  I shall not paint much during the next day or so to rest my eyes which are rather tired.
I was very disappointed not to find  [unclear]your Bosch in[/unclear] Art News this week? [unclear]Lleve is[/unclear] the notice on the Arcade though but very short.
I will let you know directly which day I shall come.  I imagine on or after the 25th suits you?
I love you, dearest Lawrence. I long to embrace you, my sweetheart.
Dear poet, I love you
Sylvia",0.3333333333,FALSE
11345443,gri_2003_m_46_b03_f18_011.jpg,"3. We had a letter from our tenant
to-day - he is going to stay until
the 27th at least; probably
until the 12th of Dec. which
is all to the good. I will
write - or call to see [unclear]Mrs.[/unclear] Miller
when I am up again.
    I have nearly finished my cabbage
pictures - or Bresica seedlings.
I have done the newspaper,
but shall repaint the background,
to-day. I worked on Frankie's
arm but it is still not right - the
hand is very lumpy - [unclear]oh dear[/unclear]!
I very much like your sketch of
the Budapest picture - it is clear
and has nice quality.
     Thank you so much for the stuff. I don't
think there is any hurry for it. You
could bring it down if you come - or
I could on my next return.
This Saturday M. & I are to go to see
Georgie's efforts with the ""Linden Tree""
we are only staying the night -",0.3333333333,FALSE
11345477,gri_2003_m_46_b03_f18_030.jpg,"Your 'Concert notes' show a preference
for the Rational attitude of the
18th I think!  how amusing!
By the way have you had time to
do any work on the new
18th painters for [unclear]So Osbert[/unclear]?  How
about the Fallacy of Height?

I am very pleased to hear that
Paul [unclear]Southey[/unclear] liked my paintings
so much - it is very flattering.

I am working on the illustration
to 'Melpomene', which is I think
coming well - I hope to finish
it to-night.  I am getting on wisely
with the painting of Michael - the
drawing is not yet as strong as
I should like but the colour and
paint quality are pleasing.  I hope
I shall be able to improve the drawing
as I go along.

You seem to be working terribly
hard, my dearest - I hope you
are eating well.  I shall look
forward to hearing about your",0.3333333333,FALSE
11345488,gri_2003_m_46_b03_f19_004.jpg,"making further riches - you are doing
the opposite to St John of the Cross!
Excellent idea! Oh my poet, you should
be acclaimed - now only I can give
you laurels-

Isn't it dreadfully cold - it makes
me feel quite ill. I hope [unclear]Mr[/unclear] Harrison
is there, and the house is warm -
and they aren't ""shedding the load""
too often. Perhaps it won't last long -
let's hope not.

I have nearly finished my portrait
of [unclear]M.[/unclear] the carpet (which is over the
Chesterfield) looks very well - and
I think I've corrected [unclear]most[/unclear] of the
errors [unclear]?[/unclear] drawing now - and the others
I perceive.

Clifford's next [unclear]lecture[/unclear] is on [unclear]Jung[/unclear]
to-morrow - which we are going to
of course. I wish you could come
too I think that you would enjoy it.
You shall certainly see my (love) notes:
Give my dearest love to Dandy, Hetty
Lionel and Yawalla, I hope they
are all well, and that Hetty is
looking after Dandy nicely!

I love you
Sylvia",0.3333333333,FALSE
11751450,gri_2003_m_46_b04_f04_028.jpg,"It is a great nuisance that Maxwell should choose to adopt this silly attitude - out of spite doubtless, because we would not extend his tenancy or supply a reference without inspecting the flat.

As to his sentence about my 'discussing' the matter of the receipts; this is deliberately lifted out of the context of my request to include this with the other matters that I suggested we should discuss personally and conveniently when I visited the flat. There has been no question of our refusing these receipts.

So sorry to bother you with this tiresome nonsense. Lovely weather at last, but I am working on the self portrait and resisting the temptation to go out.

Ought I to reply to Match in writing? Do get in touch with them if convenient, and let me know what to do, if I can help.

The sewing machine is to be collected tomorrow!

With my dearest love to you, darling [unclear][/unclear] your own Michael",0.3333333333,FALSE
11751262,gri_2003_m_46_b04_f07_010.jpg,"VI
(OEUFS DE PAQUES)
Encased at first in silver
Then ready for the lips
Its oral charm provokes 
Our fatal appetite

Not given by the swan
(White question of the lakes)
Nor by the jewelled peacock
That perfect brunette oval we ate

VII
Wednesday

.... And now these poems, light as they are, turn into prose. It is Wednesday again and I miss you as agonisingly as ever. I have 'got down' to a great deal of gallery going (8 times to the Vienna pictures) and for the rest of the week I have Louvre, the Jeu de Paume, on schedule. No time for writing, taking in so much. All of which however does not in the least distract my libido from you. Architecture must come next week. I have got a few books - including Valery's collider poems. Michael will be interested in this.
Have you made a decision about Paris yet? It is difficult to write without your letters here and I am beginning to worry about how long the mail takes back and forth as I asked at Cooks yesterday without any luck. Actually it is now fixed and we are staying at the Hotel de l'Ananis indefinitely. You could write me direct. I expect to return in about 2 weeks from now - roughly - that is before the final lecture. I wish I could come before but I realise that I must not if my money holds out.
Albert is rather unhappy at present - it is the anniversary within two days of when his wife left him. It manifests itself in an inability to paint and a sexual [unclear]urge[/unclear]that my celibate position has not assisted. He has met a Swedish girl, a night club dancer, but things are vague and formless so far. He has  talked - for the first time about the past and really he's the Satre-Mills underground man - violent, hunted etc.",0.3333333333,FALSE
11751398,gri_2003_m_46_b04_f08_019.jpg,"(19-8-51)

S.E.A.
THE SOCIETY FOR EDUCATION IN ART
29 TAVISTOCK SQUARE LONDON WC 1

Dearest Sylvia, my love-

Here is ATHENE.

It is possible I may be offered a course of lectures at Norwich from September to March - on Dutch and German Art. It is a Cambridge Extra - mural course.

If this comes off I think I am tempted to stay in London: tell me your opinion.

The payment is on a scale according to experience and c. but the",0.3333333333,FALSE
11751287,gri_2003_m_46_b04_f08_026.jpg,"28 viii 1951 Dearest Sylvia,
I am sorry not to have written for
a day or two but i have been very busy
writing.
You have made a mistake about B'ham
I go there tomorrow, Wednesday - and not
Monday. I will let you know immediately my impression of the interview - though I
doubt if I shall know anything definite at
once.
I have gone very carefully through the Red-
fern catalogue but I found nothing of yours
there. I feat that you will not have
been able to paint with your guests - but
you must not allow either of these circumstances to deter you.
Yes, I have your watercolours from
Bourlets: You will rejoice to hear that
magnificent cord, card board, & paper wrapped them up - so we are correspondingly
enriched.
Madeleine was most disappointed you
could not come. She was very well and
amusing but I was rather bored because
a number of dullish people turned up. I
kept thinking - if only Sylvia were here,
how bright it would be.
",0.3333333333,FALSE
11751550,gri_2003_m_46_b04_f09_011.jpg,"I envy you C's talk on the Sitwells, I am sure it was absolutely marvellous. Your mention of Mr Hanley's discourse reminds me of William Gaunt. Happily he has put down his ramblings. May I give you a short quotation, which I find absolutely enigmatic (though, of course, the Gertrude Stein echoes predispose one to like it):

Morris did not found the Arts and Crafts movement, though it is sometimes taken for granted that he did and he contributed help to its efforts. Was it not what he had intended? It was -and yet it was not. That others should, as he did, take a pride in the individual work of the hand, that was what he could have wished.

As it is Sunday I dare not leave it too late in the afternoon to post this letter. So before going to the post, here is a poem, only one short one for the moment, I'm afraid, but still it's a start.

Can epiphanies be blue,
Can they have five points,
To turn in the night's wards,
Do they have two heads, one eye?

Does it happen in Italy,
Is there music or a calm,
Do you know it when
Wings kidnap sleeping girls?

But I'm the epiphany
Silently-spoke the rose: it's me
The glass communicated,
Where your love has been.

The electric bulb
Rushed outwards till it was
A tree whose branches filled
The room, the world.

Oh I long to see you again. To think I have another week to wait. Dearest love, this prolonged absence disrupts equilibrium, opens old doors in dreams, blots paper waiting for poems. How I love you, my life, dearest beauty,

I love you I love you
Lawrence",0.3333333333,FALSE
11751572,gri_2003_m_46_b04_f09_026.jpg,"25th September
Dearest Sylvia
This is little more than a note to give you my love - &
my thanks for the SUPERB drawing of Warily - so well-drawn &
deliciously inventive.
It is 7:20 in the evening.  I have just returned from
London where I gave the Whistler lecture - with, I think, 
success.  In a few moments the post will go but 
I did not want to leave you without any thing from my
[unclear]hand?[/unclear].  Forgive me but I have been fairly busy -
right up to the last moment nor will I have much leisure until after Thursday's lecture.

My beautiful painter - your new self-portrait is
very good, very good indeed.  I have studied it for
several days (I came back Sunday from Wimbledon).

Must run to the post in the heavy rain now.  More
tomorrow.
I love you
Lawrence",0.3333333333,FALSE
11751401,gri_2003_m_46_b04_f14_002.jpg,"2. one! Poor cat she would have liked a pearl necklace! But it may be pretty - let's hope so. 
The Great Gatsby whiled away some of my time in the bus - I am enjoying it very much. I hope you managed to get what you wanted from the [unclear]V.IA.[/unclear]. By the way - do buy a strong hot water-bottle the price of rubber has rocketed - and if you can get a suit do if you only start one for wool is getting more and more expensive. I shall get some stuff myself! and another pair of shoes for prices are rising I understand. - Why not talk to your father about it? Clifford and Marjorie came home on the 1.30 bus and I gave your messages. Marjorie",0.3333333333,FALSE
11751347,gri_2003_m_46_b04_f14_014.jpg,"2    and I think that it is much
improved.  I did some work on the
Savage but I don't see to get it
right!  I am hoping that Tiny
will sit on Saturday morning--
or perhaps Wednesday--she will
be at Little Hampton on Thursday
and Friday.
I say, can't owls be included
somehow among cats, lions and
an elephant?
Today, or rather this morning,
was wonderfully sunny and pleasant
and Tiny and I went to plot
footpaths.  She is doing it for the
survey.  We went down by the
church into the valley--your favorite
walk.  I very much enjoyed it.
I have just made some more
marmalade.  I don't know why it just wouldn't set.  I blame my
vile store.  I believe the Currant
Hucknated and so doesn't boil
the marmalade strongly enough.",0.3333333333,FALSE
11751194,gri_2003_m_46_b04_f16_005.jpg,"Pett                                            2.4.51

Dearest Lawrence

I am most delighted to hear of your I.C.A. debate - it will be amusing - you will meet more people and be in the public eye. How nice of Sylvester. I only hope that you will not be too tired - for you seem to have a busy week.
Thank you for the charming and lavish picture of me painting - so delightfully attended ! By the way I hope that you aren't too kind to Buffet - he seems limp and timid to me - but perhaps he is better now. I like what I know of Helion.    

I'm so glad your lecture went well, except for Dr. Pearee Charles party sounds the end !
Thank you so much for the poems how delicious - I do enjoy them !",0.3333333333,FALSE
11751205,gri_2003_m_46_b04_f16_018.jpg,"Petl   24.4.51
Dearest Lawrence, How fine Dandy looks as a chief I see that even his tail is decorated! He is an Amer-Indian Eros - terrible and strong!
I am delighted to hear that ""Althenia"" affairs go well, I am most excited about your prospective article on "" Arrest and Movement"" and except for the worry it caused you and the hard work involved, from the magazine's point of view it will make it an extremely stimulating number. I long to see it.Thank you for your kind offers re the flat. If I hear anything from Mrs. O. I will telegram you at once. I fear I should have got a return ticket as I don't know whether M. can use the car until Thursday. If so I shall come on Sunday alone. Will you do the inventory with me in that case? I will let you know.
Aunt Margaret has asked us for Whitsun perhaps we may go. It seems likely
I had a pleasant journey and read some P.L.M.A. It was a wonderful day out of town. M and I plan a walk with sketchbooks today as it is very fine.
I love you so much, dearest, beloved  Lion, I long for our next meeting. I love you Sylvia",0.3333333333,FALSE
11751235,gri_2003_m_46_b04_f19_006.jpg,"3. make something of it - I wished I had my oils with me! I think she was rather depressed but did her best to be cheerful. I lent her the Sickert, she seemed very pleased - I was very pleased to have her, and told her so. I turned out the old room after tea and in the evening, which was glorious & cut off the dead roses and seeded lupins in the hope of more flowers Mrs Owens was working in the garden and we exchanged gruff ""pleasantries""!! I had some young beans for my lunch and ate them pods and all - they were delicious.
It rained all night - I slept very well until 8.15! and is raining on and off this morning - it smells delicious I don't think I shall  be able to do any painting though - I shall patch up the church board and turn out",0.3333333333,FALSE
11751200,gri_2003_m_46_b04_f20_005.jpg,"Pett 3.8.51
Dearest Lawrence
Thank you for your 2 letters and delightful drawings. I'm so sorry not to have written before but you will not be too vexed with I say that I have been at work on a 20 x 20 portrait of Tiny in the rose garden.
Direction of brush strokes
[unclear]ropy[/unclear]  clouds beach tree
clouds winchelsea beach
mill clover dress with white spots
ramblers hedge wicker chair
I'm so sorry to have given the impression that I was grumbling at you. I am delighted to hear
",0.3333333333,TRUE
11751354,gri_2003_m_46_b04_f20_009.jpg,"3 and everything is fine.
It took us about 11/2 to get to Hastings - but it was a peaceful journey - we caught the 7.15 'bus. Unfortunately it was full of noisy scouts.
I gave your love to the Woods and told them most of the news and they send their love to you. They seem well but rather tired.
You will be very pleased to hear that Michael has scrubbed and waxed the new bedroom floor and put up the curtains and down the carpets so there is not much to do; except of course to clean out.
Michael says he did see the N.P.G [National Portrait Gallery] job - but did not tell you as a history degree was demanded - he was sorry not to - but didn't think it sounded possible ",0.3333333333,FALSE
11751189,gri_2003_m_46_b04_f21_018.jpg,"3.  I must admit that I have never heard of the books you mention. 
Did you see what the Kensington Gallery have got from the eleventh until the 29th? Let me die! I did laugh when I saw it!
You will be pleased to hear I quite enjoyed the evening with the Savages - he had some lovely bronzes of about the 5C from Olympus. I [unclear] horse's bit [/unclear] composed of two small bronze horses. I another object - probably a seal in the form of a horse - an Etruscan figurine, and a Roman magical figure - which I will tell you about - most strange. They sent us home with lots of mushrooms and puffballs - which I love.
You will be pleased to hear",0.3333333333,FALSE
11751486,gri_2003_m_46_b04_f21_022.jpg,"Heffer's for a further interview on Wednesday.
Clifford is here and I think will stay
most of the time, though of course he will
be out lecturing most afternoons and
every evening I think. Tiny is staying
at Littlehampton with her mother in:
definitely as when a housekeeper is
found Greta will have a holiday - 
Clifford thinks that she will not come
back until the end of October. Doris
gets better and worse alternately.
Jack M. has suggested that the [unclear]Maintains[/unclear] 
should spend Christmas at the Rectory!
I haven't written to Tiny - nor she to me.
Clifford says they saw ""La Ronde""
which he enjoyed very much indeed - it
sounds charmingly cynical and just his
cup of tea!
I have finished Henry's Love letters
and am very interested - they fit
perfectly with Flugel and Dr. Edith!
I am turning over methods of
writing in my head. I shall start
with a triumphal car of the
Fates! and perhaps end with the",0.3333333333,FALSE
11751254,gri_2003_m_46_b04_f22_008.jpg,"Pett                       5.10.51

Dearest Lawrence,
     While I remember it let me tell
you that, to my great pleasure, there
is to be a Dobson exhibition at the
Tate, including some of the pictures
which were at Worcester, and that
Greenwich has acquired a new Van
Dyck full length of a noble Lord
which looks very fine.
     Concerning 'Wacko' I had a long
talk with Miss Cooke about her
when she came for Carol's clothes,
and the news is not too bad -
she hopes that C. will be able to
stay with school friends at ½ term
and, if they are well enough,
go to her [unclear]Whilom[/unclear] foster parents
at Henley for Christmas - apparently she was with them for 7 years!
     Tiny is coming home today -
late this evening - having been to",0.3333333333,FALSE
11751482,gri_2003_m_46_b04_f22_029.jpg,"3 do not get another.
I am sorry that they are slow in paying you - and hope you have had a cheque by now. Have you had any news from Norwich or the N.G.? otherwise perhaps you should look for a more modest job for the time being for you can't go on like this - couldn't you get something in a publishing firm? 
I am very much interested in Paul's new picture - I do hope that it goes well - and that you have not quite disheartened him! What a charming provisional title. I am very much looking forward to seeing his new work.
When I have finished my mill landscape I must start my big mural! The portrait of Desiree is going better now. She is a nice girl - I like her",0.3333333333,FALSE
11751286,gri_2003_m_46_b04_f23_015.jpg,"made of it in my sketch; it is like this: gold
This is a travesty    flowers on white
too, but it gives a better idea. gold & blue
I can't remember how this goes.
It is I think a very fine speci-men - and very precious so I shall paint it as quickly as possible and return it - I shall also learn something about wor-cester urns!
The news about Tiny's sister is particularly bad - she has been very ill, and is now partially paralized - but is getting better again - and may be sent home. Everyone hopes she may die quickly.
To make matter worse when Desiree sat for me she provoked me to say something against her mother - which was very stupid of me - she repeated it, and Tiny had a frightful ""show down"" with Sybella which seems to have been most upsetting -",0.3333333333,TRUE
11751497,gri_2003_m_46_b04_f24_019.jpg,"3 poem of my Sleeping in Rome
and the double plot - I like
very much the ghost story and
the 'One Night from December's
31. You are a most brilliant
poet - and I wish you would
realize this, my Apollo. By
the way I'm sure you noticed
the significance of the landscape
 - did you see the two types of
building they are somewhat hidden?
You seem to have done quite
well for presents. Tiny & Clifford
gave me notepaper & chocolates
(E. Shaw) Michael a pretty
Victorian brooch, the [unclear]Mountains[/unclear]
a large jar of preserved Ginger
The Phillips! chrystalized fruit
Muriel a [unclear]cofino[/unclear] in a case and
some milk chocolate, Aunt Margaret a flower book
Audrey 7/6 P.O. not bad.",0.3333333333,FALSE
11907970,gri_2003_m_46_b05_f02_005.jpg,"                     S.E.A.
                 THE SOCIETY FOR EDUCATION IN ART
                  29 TAVISTOCK SQUARE LONDON WC 1
Dearest Sylvia
     Your letter saddens me for, though I felt very
guilty at my stupidity I hoped it was not large
in your mind.  As often I err on the side of
easiness - as you say.  I cannot defend my-
self, only reproach myself.
   Your pessimism about human-beings ex-
presses what I have assumed to be the case gen-
erally speaking but with you it is urgent &
unhappy in a way that makes my gloom nomin-
al and trivial.  When we do not meet reg-
ularly I become chaotic, superficial.  I do
not want to be dependent on you in the way
that M was (decisions referred to you, for ex-
ample) but I do need your standards and
above all your love.  I cannot feel com-
plete without you.  Just now I feel a cor-
rupt and superficial character.  I love you
so    dearly Sylvia.  You are my life, my light
side.  Return soon.  Your painting progresses
with such speed that I hope, oh how I hope that you
will be with me again at latest by the middle of
next week.  Do not be fearful of melan-
choly.  I keep going over in my mind plans
for your exhibitions and this makes me hopeful
& confident.







",0.3333333333,FALSE
11908001,gri_2003_m_46_b05_f02_026.jpg,"ion of material - marine biology, 
early aeroplanes, and what have you -
but the discussion never even got started. Reyner Banham spent most of 
the evening sniggering at Paolozzi's
scrap book as it was flashed on the
screen!
I was so tired yesterday. I could
hardly keep awake at the I. C. A. I
went to bed at 12.00 and woke at
11.30 this morning. I am starting
this letter at home. Soon I shall
go out and I shall make your appointments and put them later in the
letter.
My muse, after keeping me waiting,
is working again that note book
I bought at Birmingham is crowded with poetic fragments though
none as yet are complete poems (I
have had too many lectures for that).
",0.3333333333,FALSE
11908015,gri_2003_m_46_b05_f02_035.jpg,"   This morning, shamed by the sunlight I did some house work, a swell as prepared my lecture. I am afraid that even when I got home yesterday the plant (I am not sure how to spell it's name) had wilted, flopping outwards from the centre, over the [unclear]jardiniere[/unclear]. This morning it was no better. What am I to do? you watered it only yesterday.
     By the way, you may be interested to hear that Rimbaud's Les Illuminations are influenced by translations from Chinese verse which were current in the 2nd Empire: [unclear]Gautiere's[/unclear] daughter Judith published one such collection - Le Livre de Jade.
     I must set off for Banstead, via the Public Library at Wimbledon.
Sleep well my dear love. You are my life.
                                   I love you
                                   Lawrence",0.3333333333,FALSE
